WORD,FREQUENCY,TF,ONE_HOT_WORD_IN_DOC,DOC_APPEARANCES,IDF
ANA,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
PRINCIPLES,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],4,2.482516286606369
PRECURSORS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],3,2.6074550232146687
BRONCHOMALACIA,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
TRACHEOMALACIA,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
HYPOVENTILATION,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
EXPELLED,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
DISCUSSES,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
MICROFLORA,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
TRIPLE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
GENTAMYCIN,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
VILE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
DECONJUGATION,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
ANAEROBIC,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
WET,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
MICROBES,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
FAVORS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
CONJUGATES,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
DEOXYCHOLIC,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
LITHOCHOLIC,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
HEPATOBILIARY,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
PHENOBARBITAL,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
BILIRUBIN,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
SGOT,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
CHENODEOXYCHOLYLGLYCINE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
REYE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
HYPERBILIRUBINEMIA,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
GRAVIMETRIC,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
OGIVES,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
GAUZE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
WINTER,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
HYPOELECTROLYTEMIA,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
PROMPTLY,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
MONOENERGETIC,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
PHOTON,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
ABSORPTIOMETRY,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
RADIUS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
ULNA,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
DEMINERALIZATION,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
GIRLS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],4,2.482516286606369
DEMINERALIZED,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
SIZABLE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
CHRONOLOGY,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
COMPETENCE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
NONPEDIATRICIANS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
RESENTMENT,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
DESIRE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
COVERT,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
CONDUCT,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
DISCRIMINANTS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
PUNCTUATED,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
STAPHYLOCCOCUS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
TERMINATED,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
GLYCOSURIA,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
OVERWEIGHT,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
TURNER,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
JUDICIOUS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
READER,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
INTENDED,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
PREDICTION,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
POSTCONCEPTIONAL,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
LINEARLY,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
PGA,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
RATION,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
ANDDECREASES,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
LUMENS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
DIVERGES,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
THROGHOUT,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
VAGAL,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
TONE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],3,2.6074550232146687
ATROPINE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
DISPLACEMENT,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
PRETREATMENT,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
IRRITANT,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
PROHIBIT,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
DRAWS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
MORBID,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
ADAPTATIONS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
REMODELING,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
REALIZE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
FORMULATE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
HYPHAE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
MOLD,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
FULFILLED,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
ABPA,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
VIBRATION,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
NOVEL,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
FLEXIBLE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
FOGARTY,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
BALLOON,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
IRRIGATING,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
CATHETERS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
INOPERABLE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
SULFAMETHOXAZOLE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
INOCULA,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
PROVINCE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
LIMBURG,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
ACIDOPATHIES,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
GOVERNMENT,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
DEVICE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],3,2.6074550232146687
FEV,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
PERCUSSOR,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],3,2.6074550232146687
ABSTRACTS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
POSTPRANDAL,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
UK,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
CANDIDIASIS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
CATHERISATION,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
PUNCTURE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
SALTS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
BSA,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
RICINOLEIC,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
RA,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
TAUROCHOLATE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
TAURINE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
CONJUGATE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
DIHYDROXY,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
EHC,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
ASPIRIN,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
EROSIONS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
ULCERATIONS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
ETIOLOGIC,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
CONTINUITY,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
OTOLARYNGOLOGICAL,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
DOMINATED,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
EIGHTY,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
AUDIOLOGICAL,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
SPEECH,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
SENSORINEURAL,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
GRADES,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
CONSTRAINTS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
COMMITMENT,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
OCCUPATIONAL,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
HOLD,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
CAREER,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
PENICILLANIC,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
AZLOCILLIN,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
SECUROPEN,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
SADLY,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
NEGLECTED,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],3,2.6074550232146687
NOTES,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
CONSULTANT,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
IMMUNIZED,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
HI,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
CHANNEL,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
BLOCKER,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
SUPERNATANT,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],2,2.7835462822703496
BUTYRATE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
UNINDUCED,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
STATIONARY,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
CYTOSINE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
ARABINOSIDE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
HYDROXYUREA,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
METHOTHREXATE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
INDUCERS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
BROMODEOXYURIDINE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
INDUCTIVE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
HORSFALL,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],3,2.6074550232146687
PALMITOLEATE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
DIPHENYLHEXATRIENE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
FLUIDITY,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
COUNSELOR,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
POLYGENIC,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
CALL,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
LYING,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
BEHIND,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
CAUSATION,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
DEFIES,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
AGGRESSIVITY,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
ALCOHOLISM,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
PALLIATIVE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
ASPERGILLOMA,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
EMBOLIZED,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
ASPHYXIATION,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
SEMILETHAL,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
HANDICAP,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
MANAGED,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],3,2.6074550232146687
PHYSIOTHERAPISTS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
RIG,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
PROTOTYPE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
CADAVERS,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
REDESIGNED,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
OPERATE,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
PRESSED,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0 0 0 ... 0 0 0],1,3.084576277934331
